student-ID,course-id,roll no,email ID,grade
SID1374,CSE009,1ZQU91AH,1zqu91ah@university.edu,C
SID1311,CSE005,0RZ6XMPE,0rz6xmpe@university.edu,E
SID1887,CSE007,75PJLEG8,75pjleg8@university.edu,E
SID1622,CSE010,HAVN870S,havn870s@university.edu,A
SID1868,CSE006,QZRJIXAZ,qzrjixaz@university.edu,A
SID1672,CSE018,K0K7S2EI,k0k7s2ei@university.edu,B
SID1270,CSE013,YHW7SVYX,yhw7svyx@university.edu,A
SID1183,CSE006,Z04X7FLS,z04x7fls@university.edu,F
SID1663,CSE004,955IKW68,955ikw68@university.edu,E
SID1499,CSE010,7KJLOFHY,7kjlofhy@university.edu,A
SID1219,CSE007,U81H19ER,u81h19er@university.edu,C
SID1295,CSE013,VMHHW5C5,vmhhw5c5@university.edu,D
SID1121,CSE006,C9YK3HA7,c9yk3ha7@university.edu,B
SID1355,CSE006,JB439DS3,jb439ds3@university.edu,C
SID1211,CSE013,M07ZE75F,m07ze75f@university.edu,A
SID1960,CSE011,TNB2GE6E,tnb2ge6e@university.edu,B
SID1310,CSE016,UQ9D8HPM,uq9d8hpm@university.edu,F
SID1027,CSE011,061VZYSR,061vzysr@university.edu,C
SID1242,CSE003,813H6CVC,813h6cvc@university.edu,B
SID1647,CSE010,DT244IFP,dt244ifp@university.edu,F
SID1382,CSE009,QAOW2TJG,qaow2tjg@university.edu,E
SID1400,CSE011,AME4EQ8K,ame4eq8k@university.edu,B
SID1945,CSE004,JP10VNQG,jp10vnqg@university.edu,F
SID1271,CSE002,LHXD6ZQK,lhxd6zqk@university.edu,D
SID1591,CSE002,5NDM50TA,5ndm50ta@university.edu,E
SID1660,CSE001,SXDV21RJ,sxdv21rj@university.edu,B
SID1009,CSE001,FVJLKA7Z,fvjlka7z@university.edu,C
SID1046,CSE005,F3WJZOQP,f3wjzoqp@university.edu,A
SID1817,CSE012,9BE020AL,9be020al@university.edu,A
SID1315,CSE020,727FWK5R,727fwk5r@university.edu,D
SID1195,CSE019,2YI1YGEP,2yi1ygep@university.edu,E
SID1437,CSE019,C9GNAHDT,c9gnahdt@university.edu,D
SID1771,CSE016,GKY22T8D,gky22t8d@university.edu,D
SID1583,CSE011,CTP8YGLY,ctp8ygly@university.edu,A
SID1696,CSE010,Y3JD0EPH,y3jd0eph@university.edu,E
SID1671,CSE014,P43KH1EQ,p43kh1eq@university.edu,D
SID1587,CSE014,UGTGZZ4F,ugtgzz4f@university.edu,B
SID1215,CSE006,GAHHF2W8,gahhf2w8@university.edu,A
SID1364,CSE020,DI3SBMEM,di3sbmem@university.edu,B
SID1836,CSE008,ZCAB19ZV,zcab19zv@university.edu,A
SID1448,CSE008,2CPESH4B,2cpesh4b@university.edu,F
SID1053,CSE001,GOMMMRL4,gommmrl4@university.edu,D
SID1511,CSE015,5QDV1JUY,5qdv1juy@university.edu,B
SID1743,CSE002,UJ0V6LWE,uj0v6lwe@university.edu,A
SID1427,CSE005,56LTQSLE,56ltqsle@university.edu,B
SID1399,CSE016,VCIK0ESB,vcik0esb@university.edu,F
SID1514,CSE016,1TVZ2SC1,1tvz2sc1@university.edu,C
SID1672,CSE003,PZ9I1U0U,pz9i1u0u@university.edu,D
SID1983,CSE012,SP8AT2RH,sp8at2rh@university.edu,D
SID1551,CSE013,D3K39H5M,d3k39h5m@university.edu,A
SID1489,CSE020,IRRUS1QF,irrus1qf@university.edu,E
SID1476,CSE010,KMYR67DP,kmyr67dp@university.edu,E
SID1768,CSE012,3SILTKAL,3siltkal@university.edu,B
SID1069,CSE004,7E01YKMR,7e01ykmr@university.edu,E
SID1710,CSE007,MIEWXOH4,miewxoh4@university.edu,E
SID1929,CSE018,V66ZBP7W,v66zbp7w@university.edu,F
SID1483,CSE008,CLRGXNNY,clrgxnny@university.edu,E
SID1347,CSE008,LDYKRXJ9,ldykrxj9@university.edu,E
SID1123,CSE008,R2PSA1E3,r2psa1e3@university.edu,B
SID1553,CSE014,31JAJD6F,31jajd6f@university.edu,B
SID1509,CSE007,1RPOLRYA,1rpolrya@university.edu,A
SID1949,CSE019,F0XD7W91,f0xd7w91@university.edu,E
SID1588,CSE010,9U1GVJ6A,9u1gvj6a@university.edu,A
SID1712,CSE017,91AS1O2Y,91as1o2y@university.edu,A
SID1580,CSE006,ZLT5G3GE,zlt5g3ge@university.edu,B
SID1268,CSE013,WA57HJMV,wa57hjmv@university.edu,E
SID1647,CSE011,N1BDKZDO,n1bdkzdo@university.edu,B
SID1049,CSE014,9T6FJ2MH,9t6fj2mh@university.edu,A
SID1844,CSE008,BKKRA0UF,bkkra0uf@university.edu,A
SID1255,CSE017,L4Z4976R,l4z4976r@university.edu,D
SID1787,CSE011,064SV5XT,064sv5xt@university.edu,E
SID1597,CSE010,LRU9WYCH,lru9wych@university.edu,B
SID1756,CSE003,85YBRNJ4,85ybrnj4@university.edu,D
SID1480,CSE009,0COR87ZB,0cor87zb@university.edu,D
SID1335,CSE001,ZYWCT8BK,zywct8bk@university.edu,F
SID1429,CSE013,B36O7CFW,b36o7cfw@university.edu,A
SID1091,CSE002,UNBQO2D7,unbqo2d7@university.edu,B
SID1662,CSE017,JZ3G1J2G,jz3g1j2g@university.edu,D
SID1348,CSE020,0J2F2909,0j2f2909@university.edu,A
SID1254,CSE005,OXTX7058,oxtx7058@university.edu,A
SID1981,CSE020,ENV6WYU8,env6wyu8@university.edu,E
SID1632,CSE003,L30SII03,l30sii03@university.edu,C
SID1040,CSE010,HHU0E6YI,hhu0e6yi@university.edu,E
SID1499,CSE009,AUFVI2XE,aufvi2xe@university.edu,A
SID1098,CSE001,GQ4PCTF2,gq4pctf2@university.edu,B
SID1100,CSE006,VB1FKER6,vb1fker6@university.edu,A
SID1254,CSE004,5QY7B6I1,5qy7b6i1@university.edu,E
SID1348,CSE015,PIH9K00B,pih9k00b@university.edu,E
SID1473,CSE012,1G8UWNVA,1g8uwnva@university.edu,D
SID1051,CSE018,9OGKKO96,9ogkko96@university.edu,A
SID1968,CSE003,OYXUCZIO,oyxuczio@university.edu,B
SID1023,CSE016,44CTDV6M,44ctdv6m@university.edu,A
SID1191,CSE015,0AOYYFGW,0aoyyfgw@university.edu,B
SID1384,CSE008,BWATJFY0,bwatjfy0@university.edu,A
SID1956,CSE001,V3VGEG6M,v3vgeg6m@university.edu,C
SID1300,CSE020,ULKBSGRS,ulkbsgrs@university.edu,B
SID1245,CSE002,23PT2AFX,23pt2afx@university.edu,B
SID1147,CSE010,KE08BYOQ,ke08byoq@university.edu,E
SID1685,CSE003,DMLN07IT,dmln07it@university.edu,D
SID1007,CSE002,YIM2CQ2D,yim2cq2d@university.edu,C
SID1330,CSE001,16JYBVQ8,16jybvq8@university.edu,D
SID1589,CSE020,PM94ZMHG,pm94zmhg@university.edu,C
SID1200,CSE002,N2K11295,n2k11295@university.edu,A
SID1739,CSE018,4OJ5Y79Z,4oj5y79z@university.edu,A
SID1576,CSE012,8OEU50JY,8oeu50jy@university.edu,F
SID1660,CSE014,PZHN5AUN,pzhn5aun@university.edu,C
SID1810,CSE004,NXRZKYL1,nxrzkyl1@university.edu,A
SID1540,CSE006,PLEJNZV3,plejnzv3@university.edu,E
SID1891,CSE009,9AD0JTG9,9ad0jtg9@university.edu,B
SID1510,CSE004,XZFJN9MX,xzfjn9mx@university.edu,F
SID1174,CSE008,KO3IDY4I,ko3idy4i@university.edu,F
SID1675,CSE007,1ZCOE22U,1zcoe22u@university.edu,A
SID1546,CSE001,GSF7CWRK,gsf7cwrk@university.edu,D
SID1707,CSE018,RD01ZPHQ,rd01zphq@university.edu,B
SID1449,CSE014,SH5Z6KJE,sh5z6kje@university.edu,C
SID1238,CSE016,HXXS0QYK,hxxs0qyk@university.edu,C
SID1848,CSE014,W32OYWT4,w32oywt4@university.edu,B
SID1712,CSE018,XOLJDRW2,xoljdrw2@university.edu,D
SID1281,CSE011,TUFLVXDQ,tuflvxdq@university.edu,A
SID1983,CSE013,R13C9O39,r13c9o39@university.edu,C
SID1290,CSE001,XM1AI14C,xm1ai14c@university.edu,F
SID1876,CSE019,E9KRI0SC,e9kri0sc@university.edu,C
SID1134,CSE004,1AOH8UVG,1aoh8uvg@university.edu,B
SID1586,CSE004,BETX2RUS,betx2rus@university.edu,B
SID1477,CSE005,TF9C85H1,tf9c85h1@university.edu,A
SID1544,CSE005,8NSKMMRQ,8nskmmrq@university.edu,B
SID1339,CSE013,ZVMUT98R,zvmut98r@university.edu,F
SID1225,CSE020,YSJIB9HJ,ysjib9hj@university.edu,C
SID1630,CSE011,D0TY61G8,d0ty61g8@university.edu,F
SID1689,CSE006,N7269DX4,n7269dx4@university.edu,F
SID1798,CSE006,0IRQMT7O,0irqmt7o@university.edu,C
SID1626,CSE007,QBN6C8S8,qbn6c8s8@university.edu,B
SID1826,CSE005,9QDWTWIU,9qdwtwiu@university.edu,A
SID1868,CSE011,C4N681B6,c4n681b6@university.edu,C
SID1980,CSE006,Y2TATD7M,y2tatd7m@university.edu,E
SID1139,CSE017,SKBSETDR,skbsetdr@university.edu,F
SID1228,CSE006,GDSJE1JU,gdsje1ju@university.edu,E
SID1411,CSE014,QKA8L71U,qka8l71u@university.edu,D
SID1925,CSE018,7TPY4WH7,7tpy4wh7@university.edu,B
SID1202,CSE001,VCK1KUBI,vck1kubi@university.edu,A
SID1306,CSE010,NNHGP8NT,nnhgp8nt@university.edu,A
SID1667,CSE002,511DXJ7B,511dxj7b@university.edu,C
SID1060,CSE016,LHKGWAXE,lhkgwaxe@university.edu,E
SID1624,CSE016,EJS9XC9V,ejs9xc9v@university.edu,F
SID1709,CSE003,HCYUU0AO,hcyuu0ao@university.edu,E
SID1264,CSE008,AEP55HQZ,aep55hqz@university.edu,C
SID1416,CSE004,CXPYRE0L,cxpyre0l@university.edu,E
SID1651,CSE016,JS7C3JJS,js7c3jjs@university.edu,A
SID1126,CSE002,TZBEWX9O,tzbewx9o@university.edu,E
SID1074,CSE010,WAS5FZJ6,was5fzj6@university.edu,F
SID1975,CSE011,HNM7Q1YU,hnm7q1yu@university.edu,D
SID1628,CSE018,F2UST9YG,f2ust9yg@university.edu,E
SID1394,CSE018,59ZJO5NY,59zjo5ny@university.edu,C
SID1153,CSE014,GR88ALGU,gr88algu@university.edu,F
SID1608,CSE002,KL404NXK,kl404nxk@university.edu,D
SID1500,CSE005,QDRXZSV8,qdrxzsv8@university.edu,B
SID1295,CSE003,RETQPYQ1,retqpyq1@university.edu,B
SID1700,CSE008,8Q471XGT,8q471xgt@university.edu,C
SID1500,CSE014,ZQCQIRTE,zqcqirte@university.edu,D
SID1119,CSE020,VZ3OGHQV,vz3oghqv@university.edu,D
SID1935,CSE007,7CYN1W1X,7cyn1w1x@university.edu,D
SID1558,CSE005,2OCV11DY,2ocv11dy@university.edu,D
SID1815,CSE020,3WJQJHMD,3wjqjhmd@university.edu,A
SID1563,CSE006,IJ2U7V6B,ij2u7v6b@university.edu,D
SID1752,CSE004,SI7SMZJW,si7smzjw@university.edu,D
SID1948,CSE015,0JE76T28,0je76t28@university.edu,D
SID1848,CSE016,C1GR26NX,c1gr26nx@university.edu,D
SID1850,CSE018,YJGGYKT6,yjggykt6@university.edu,C
SID1011,CSE014,NN8CW281,nn8cw281@university.edu,C
SID1604,CSE005,57MEAV2P,57meav2p@university.edu,E
SID1209,CSE009,PV1UE6Z4,pv1ue6z4@university.edu,F
SID1657,CSE012,RBZ59T1B,rbz59t1b@university.edu,D
SID1117,CSE001,WXL4VWZ7,wxl4vwz7@university.edu,D
SID1556,CSE003,04JBW3X3,04jbw3x3@university.edu,F
SID1005,CSE005,PWC0HS90,pwc0hs90@university.edu,A
SID1456,CSE007,BB886TVM,bb886tvm@university.edu,C
SID1895,CSE011,617FC7O2,617fc7o2@university.edu,A
SID1604,CSE004,AKN1J3MZ,akn1j3mz@university.edu,F
SID1406,CSE014,M2THMZ5K,m2thmz5k@university.edu,B
SID1919,CSE006,D8Q0B9AD,d8q0b9ad@university.edu,E
SID1667,CSE005,53J5KOW1,53j5kow1@university.edu,B
SID1693,CSE018,DUJQLAFY,dujqlafy@university.edu,B
SID1976,CSE018,B08OJXNB,b08ojxnb@university.edu,F
SID1489,CSE018,DEPADIZ6,depadiz6@university.edu,C
SID1263,CSE017,DQBXLBAX,dqbxlbax@university.edu,A
SID1534,CSE010,0KQT6YTY,0kqt6yty@university.edu,A
SID1218,CSE005,SYN27GT6,syn27gt6@university.edu,F
SID1312,CSE012,6SDCTM7Q,6sdctm7q@university.edu,B
SID1619,CSE002,3JYJVSGT,3jyjvsgt@university.edu,D
SID1430,CSE007,RUVT9C4B,ruvt9c4b@university.edu,C
SID1000,CSE015,IQJFM24H,iqjfm24h@university.edu,B
SID1356,CSE005,S1EQBGDC,s1eqbgdc@university.edu,D
SID1377,CSE003,BREJCXDZ,brejcxdz@university.edu,B
SID1089,CSE018,SY7JL0S8,sy7jl0s8@university.edu,A
SID1455,CSE015,1GIARJEC,1giarjec@university.edu,D
SID1200,CSE016,9FVJ311N,9fvj311n@university.edu,C
SID1682,CSE008,V9T2DWPF,v9t2dwpf@university.edu,F
SID1732,CSE002,S2A5RDUS,s2a5rdus@university.edu,B
SID1992,CSE018,9NZ5QFQX,9nz5qfqx@university.edu,D
SID1468,CSE011,DAIL7PL3,dail7pl3@university.edu,D
SID1311,CSE007,M383UYA6,m383uya6@university.edu,B
SID1361,CSE009,OBITSQRH,obitsqrh@university.edu,C
SID1304,CSE013,HTQXPQCN,htqxpqcn@university.edu,C
SID1551,CSE010,JXNIEW66,jxniew66@university.edu,F
SID1510,CSE018,BB58WJ5Y,bb58wj5y@university.edu,A
SID1465,CSE014,EHQROQ34,ehqroq34@university.edu,A
SID1570,CSE007,RNQZK2QA,rnqzk2qa@university.edu,E
SID1690,CSE014,P5P4TS6C,p5p4ts6c@university.edu,C
SID1508,CSE006,QW2TCI07,qw2tci07@university.edu,B
SID1471,CSE005,5S4U873J,5s4u873j@university.edu,D
SID1928,CSE018,ZC92DG92,zc92dg92@university.edu,E
SID1447,CSE011,POI4L0I8,poi4l0i8@university.edu,F
SID1919,CSE016,F5IZV7GU,f5izv7gu@university.edu,A
SID1092,CSE010,JDCVZPYY,jdcvzpyy@university.edu,E
SID1025,CSE015,RV6VW7VX,rv6vw7vx@university.edu,D
SID1096,CSE003,BQTKAJ0A,bqtkaj0a@university.edu,F
SID1361,CSE012,KJFO1IIE,kjfo1iie@university.edu,B
SID1067,CSE007,A5XW8HAB,a5xw8hab@university.edu,B
SID1344,CSE004,FBP9H8B8,fbp9h8b8@university.edu,F
SID1930,CSE019,IUUMW2CN,iuumw2cn@university.edu,C
SID1657,CSE015,DM59ZO4L,dm59zo4l@university.edu,E
SID1041,CSE018,ZBUOXJNQ,zbuoxjnq@university.edu,C
SID1032,CSE015,EP4BBA51,ep4bba51@university.edu,C
SID1261,CSE002,DBZDTP2Z,dbzdtp2z@university.edu,F
SID1504,CSE016,48590G6A,48590g6a@university.edu,C
SID1973,CSE018,LBAZCTC3,lbazctc3@university.edu,B
SID1272,CSE010,NFVJ6D2V,nfvj6d2v@university.edu,A
SID1699,CSE007,6ZQ6VSPX,6zq6vspx@university.edu,E
SID1867,CSE012,GRW5H30D,grw5h30d@university.edu,E
SID1613,CSE007,068V5I66,068v5i66@university.edu,B
SID1874,CSE020,VRJKDP3Y,vrjkdp3y@university.edu,E
SID1525,CSE001,3QZ2RCG8,3qz2rcg8@university.edu,F
SID1708,CSE016,YCT09MWM,yct09mwm@university.edu,C
SID1595,CSE001,KETQP5T3,ketqp5t3@university.edu,F
SID1506,CSE007,RH1R2G90,rh1r2g90@university.edu,B
SID1082,CSE004,GE6PCE0R,ge6pce0r@university.edu,A
SID1654,CSE010,Y3BIBFJO,y3bibfjo@university.edu,F
SID1732,CSE004,QS7IQJMJ,qs7iqjmj@university.edu,F
SID1185,CSE003,5RZFQJR9,5rzfqjr9@university.edu,D
SID1572,CSE004,LSN4RARK,lsn4rark@university.edu,A
SID1202,CSE008,RZ1VMTLV,rz1vmtlv@university.edu,A
SID1893,CSE011,QU4LP5VQ,qu4lp5vq@university.edu,A
SID1084,CSE014,PW31MPH2,pw31mph2@university.edu,D
SID1799,CSE005,GC0CPN1V,gc0cpn1v@university.edu,D
SID1631,CSE008,JTI9Q2R3,jti9q2r3@university.edu,D
SID1112,CSE012,ABGO7CVP,abgo7cvp@university.edu,A
SID1311,CSE012,1YZHR2O9,1yzhr2o9@university.edu,A
SID1790,CSE001,AG4L9ZLB,ag4l9zlb@university.edu,A
SID1573,CSE013,130DKH4P,130dkh4p@university.edu,F
SID1598,CSE006,Y0LVE6Y4,y0lve6y4@university.edu,A
SID1843,CSE019,OOHQUIKA,oohquika@university.edu,B
SID1023,CSE007,Y6LLNMLT,y6llnmlt@university.edu,C
SID1471,CSE016,HIQYSOII,hiqysoii@university.edu,C
SID1017,CSE010,CENLEL0O,cenlel0o@university.edu,E
SID1135,CSE020,VA99YW4L,va99yw4l@university.edu,B
SID1603,CSE008,DHG7N3I1,dhg7n3i1@university.edu,A
SID1201,CSE020,JLY6TCNF,jly6tcnf@university.edu,C
SID1720,CSE017,7F9OEF4O,7f9oef4o@university.edu,F
SID1122,CSE014,DBEQC2QZ,dbeqc2qz@university.edu,E
SID1246,CSE017,I5V5JB78,i5v5jb78@university.edu,D
SID1822,CSE016,Z14QD779,z14qd779@university.edu,B
SID1497,CSE001,17A31FXL,17a31fxl@university.edu,B
SID1920,CSE015,M4JSYQFV,m4jsyqfv@university.edu,E
SID1692,CSE015,TSHNJMTL,tshnjmtl@university.edu,F
SID1924,CSE012,XIW6ZDZY,xiw6zdzy@university.edu,B
SID1496,CSE013,00OJPB8U,00ojpb8u@university.edu,A
SID1272,CSE011,2PG3NB5E,2pg3nb5e@university.edu,A
SID1750,CSE007,0SE18AIQ,0se18aiq@university.edu,F
SID1098,CSE018,OB7BK6ZA,ob7bk6za@university.edu,B
SID1197,CSE004,F94M731S,f94m731s@university.edu,A
SID1117,CSE008,5JK7AW6V,5jk7aw6v@university.edu,D
SID1163,CSE011,F2K6DJ7G,f2k6dj7g@university.edu,A
SID1263,CSE003,12PBRE52,12pbre52@university.edu,B
SID1125,CSE018,5J1EJ2DT,5j1ej2dt@university.edu,B
SID1977,CSE003,558ROBKR,558robkr@university.edu,E
SID1706,CSE013,7SKM1TWC,7skm1twc@university.edu,F
SID1516,CSE018,0MTHXFMG,0mthxfmg@university.edu,A
SID1344,CSE019,PSVCP1NC,psvcp1nc@university.edu,D
SID1962,CSE008,DO45F9W6,do45f9w6@university.edu,F
SID1265,CSE002,YXU1J7YH,yxu1j7yh@university.edu,D
SID1263,CSE010,W7XHDSSL,w7xhdssl@university.edu,B
SID1935,CSE004,3MNNQCES,3mnnqces@university.edu,F
SID1088,CSE018,Y7RXB6RP,y7rxb6rp@university.edu,D
SID1285,CSE011,3UIRWSJW,3uirwsjw@university.edu,D
SID1032,CSE017,EBTMM42R,ebtmm42r@university.edu,A
SID1862,CSE016,Y9W3294H,y9w3294h@university.edu,D
SID1111,CSE019,8NM7D0LQ,8nm7d0lq@university.edu,D
SID1068,CSE006,TXTPM4X3,txtpm4x3@university.edu,D
SID1422,CSE016,SQA2KXZD,sqa2kxzd@university.edu,D
SID1216,CSE016,SC6LQH90,sc6lqh90@university.edu,A
SID1456,CSE005,DP2JHNO5,dp2jhno5@university.edu,B
SID1252,CSE001,YPK5RVJE,ypk5rvje@university.edu,F
SID1311,CSE020,ELDUXM5M,elduxm5m@university.edu,E
SID1663,CSE020,NVNXQNW6,nvnxqnw6@university.edu,F
SID1796,CSE016,R3WE6DMG,r3we6dmg@university.edu,C
SID1346,CSE008,0S5O4UX2,0s5o4ux2@university.edu,D
SID1019,CSE015,CIRLHZYT,cirlhzyt@university.edu,A
SID1154,CSE018,5XH1QRDR,5xh1qrdr@university.edu,E
SID1897,CSE015,G4IBWIJJ,g4ibwijj@university.edu,D
SID1403,CSE018,D5XSJBUQ,d5xsjbuq@university.edu,E
SID1178,CSE006,ZE79EPMC,ze79epmc@university.edu,B
SID1166,CSE013,4UUXMRV7,4uuxmrv7@university.edu,D
SID1209,CSE017,1GE4HXR5,1ge4hxr5@university.edu,A
SID1196,CSE016,9UPCDPWE,9upcdpwe@university.edu,F
SID1395,CSE015,SSSZDDVS,ssszddvs@university.edu,C
SID1832,CSE019,VRE19076,vre19076@university.edu,F
SID1787,CSE016,OR6HCR7X,or6hcr7x@university.edu,D
SID1903,CSE019,FX7OBWRT,fx7obwrt@university.edu,B
SID1012,CSE007,Y6P2BEA6,y6p2bea6@university.edu,C
SID1502,CSE014,JZ3LKM2O,jz3lkm2o@university.edu,B
SID1433,CSE015,9WT0WXB7,9wt0wxb7@university.edu,C
SID1261,CSE016,3WK4EWYV,3wk4ewyv@university.edu,C
SID1846,CSE017,TLHSBB6U,tlhsbb6u@university.edu,A
SID1745,CSE015,H2GYPMX5,h2gypmx5@university.edu,D
SID1195,CSE008,YCTAYNBT,yctaynbt@university.edu,C
SID1227,CSE020,4SKQF0K8,4skqf0k8@university.edu,B
SID1921,CSE012,NE7YYXKI,ne7yyxki@university.edu,E
SID1722,CSE003,WJJ2BB1A,wjj2bb1a@university.edu,C
SID1862,CSE019,L5IDI0FE,l5idi0fe@university.edu,B
SID1422,CSE019,AOI6LUBO,aoi6lubo@university.edu,C
SID1693,CSE009,5G6EZJTM,5g6ezjtm@university.edu,E
SID1224,CSE009,XFVLTX02,xfvltx02@university.edu,D
SID1849,CSE001,FZG8T0ZN,fzg8t0zn@university.edu,C
SID1525,CSE004,URD56NS0,urd56ns0@university.edu,F
SID1291,CSE016,UDHDUMJA,udhdumja@university.edu,F
SID1613,CSE020,409GH7BI,409gh7bi@university.edu,E
SID1868,CSE005,98TZ0PBV,98tz0pbv@university.edu,C
SID1552,CSE006,E23PJSTM,e23pjstm@university.edu,E
SID1273,CSE015,B104FSBQ,b104fsbq@university.edu,F
SID1771,CSE004,S63AVHVU,s63avhvu@university.edu,F
SID1288,CSE013,VTK563E8,vtk563e8@university.edu,E
SID1205,CSE001,MLH6SK9W,mlh6sk9w@university.edu,D
SID1486,CSE009,L2LRZF4U,l2lrzf4u@university.edu,C
SID1143,CSE007,ISYV35GN,isyv35gn@university.edu,B
SID1866,CSE001,KLKO1ECL,klko1ecl@university.edu,F
SID1975,CSE005,BC2NN7BR,bc2nn7br@university.edu,C
SID1753,CSE008,H1Y4GXJ7,h1y4gxj7@university.edu,C
SID1367,CSE002,H404BV7R,h404bv7r@university.edu,F
SID1576,CSE010,KRO2DVHB,kro2dvhb@university.edu,F
SID1805,CSE005,HJ4LDKBS,hj4ldkbs@university.edu,B
SID1665,CSE001,GKAVYVDE,gkavyvde@university.edu,C
SID1601,CSE009,A5ZSVUQU,a5zsvuqu@university.edu,E
SID1759,CSE018,KZ0IBPFZ,kz0ibpfz@university.edu,A
SID1533,CSE016,7H2C50P0,7h2c50p0@university.edu,D
SID1719,CSE018,SREDZHRR,sredzhrr@university.edu,D
SID1810,CSE009,K05LALPG,k05lalpg@university.edu,D
SID1416,CSE007,FLD5NJ3X,fld5nj3x@university.edu,D
SID1791,CSE020,IGY9WJI5,igy9wji5@university.edu,A
SID1628,CSE020,2WYFD7QN,2wyfd7qn@university.edu,D
SID1080,CSE010,D02X1OMA,d02x1oma@university.edu,C
SID1839,CSE016,BDB0VRDL,bdb0vrdl@university.edu,A
SID1761,CSE005,I8WR5MK3,i8wr5mk3@university.edu,C
SID1034,CSE003,NRYMYAGB,nrymyagb@university.edu,F
SID1587,CSE015,76KZXPA5,76kzxpa5@university.edu,F
SID1668,CSE015,5QEMH7EV,5qemh7ev@university.edu,C
SID1613,CSE013,TO6DTRKY,to6dtrky@university.edu,D
SID1421,CSE010,Q7B3QYKL,q7b3qykl@university.edu,E
SID1166,CSE017,ZHV920LA,zhv920la@university.edu,A
SID1501,CSE017,T854X58Y,t854x58y@university.edu,D
SID1729,CSE019,0U8WEG1I,0u8weg1i@university.edu,A
SID1134,CSE009,TYER93JI,tyer93ji@university.edu,D
SID1462,CSE019,3E2CQH7S,3e2cqh7s@university.edu,F
SID1586,CSE009,S6306T2Z,s6306t2z@university.edu,A
SID1612,CSE020,CIW0O5G5,ciw0o5g5@university.edu,E
SID1289,CSE007,T27RNHH2,t27rnhh2@university.edu,B
SID1341,CSE020,2FPHM9Y3,2fphm9y3@university.edu,C
SID1954,CSE010,ZRZL0XB9,zrzl0xb9@university.edu,A
SID1854,CSE020,B3ZS3GGE,b3zs3gge@university.edu,D
SID1283,CSE013,M75CX1Y7,m75cx1y7@university.edu,F
SID1454,CSE001,V941KZLJ,v941kzlj@university.edu,E
SID1075,CSE018,03XWLD2S,03xwld2s@university.edu,E
SID1450,CSE008,VAFOOS1M,vafoos1m@university.edu,F
SID1757,CSE015,UWDO72VK,uwdo72vk@university.edu,E
SID1698,CSE019,5F62N9DA,5f62n9da@university.edu,A
SID1823,CSE013,IS169054,is169054@university.edu,A
SID1113,CSE003,33MDVPBH,33mdvpbh@university.edu,E
SID1340,CSE002,TC9XAVJU,tc9xavju@university.edu,E
SID1994,CSE007,JTN4CHA0,jtn4cha0@university.edu,E
SID1280,CSE018,6FKURA15,6fkura15@university.edu,E
SID1953,CSE006,H4R0IW7G,h4r0iw7g@university.edu,D
SID1553,CSE013,VRXOE6XZ,vrxoe6xz@university.edu,C
SID1706,CSE018,FCDMIC53,fcdmic53@university.edu,C
SID1792,CSE008,9OGJWLF5,9ogjwlf5@university.edu,C
SID1048,CSE007,BCGYQI6I,bcgyqi6i@university.edu,A
SID1136,CSE008,864OWCZ1,864owcz1@university.edu,F
SID1022,CSE002,78NBMO42,78nbmo42@university.edu,B
SID1021,CSE005,T9GM7O8T,t9gm7o8t@university.edu,C
SID1856,CSE009,QYHCSAON,qyhcsaon@university.edu,B
SID1974,CSE003,NII8NN8V,nii8nn8v@university.edu,D
SID1638,CSE014,8NWIOC63,8nwioc63@university.edu,D
SID1735,CSE020,PJR2OE2A,pjr2oe2a@university.edu,F
SID1739,CSE006,AH6U2FLJ,ah6u2flj@university.edu,C
SID1833,CSE016,Z0UK0MX5,z0uk0mx5@university.edu,E
SID1368,CSE002,KKYUZJAF,kkyuzjaf@university.edu,F
SID1871,CSE001,3PHAB01P,3phab01p@university.edu,C
SID1880,CSE005,LY48PBNL,ly48pbnl@university.edu,C
SID1295,CSE006,1F3YOL3Q,1f3yol3q@university.edu,C
SID1861,CSE005,HVJEYR6A,hvjeyr6a@university.edu,C
SID1556,CSE014,LNQEZEQW,lnqezeqw@university.edu,F
SID1789,CSE004,AGAHXY12,agahxy12@university.edu,D
SID1550,CSE005,IAMBOUSE,iambouse@university.edu,B
SID1957,CSE003,Q7J3WV4V,q7j3wv4v@university.edu,B
SID1426,CSE007,P3ST81H3,p3st81h3@university.edu,A
SID1831,CSE012,N0HD8AO3,n0hd8ao3@university.edu,A
SID1090,CSE007,LR4ZBP1B,lr4zbp1b@university.edu,B
SID1096,CSE002,GXR2B6NR,gxr2b6nr@university.edu,C
SID1683,CSE020,4MNHZEPJ,4mnhzepj@university.edu,D
SID1125,CSE009,RL5N145E,rl5n145e@university.edu,C
SID1969,CSE008,TR709ANY,tr709any@university.edu,A
SID1340,CSE004,JNI4FG8G,jni4fg8g@university.edu,D
SID1909,CSE004,A7KJHGKN,a7kjhgkn@university.edu,F
SID1534,CSE006,P9O8Y4R0,p9o8y4r0@university.edu,A
SID1492,CSE007,LZZD4W2R,lzzd4w2r@university.edu,C
SID1372,CSE005,U6Z3AQS2,u6z3aqs2@university.edu,B
SID1652,CSE008,ASVQRDSN,asvqrdsn@university.edu,B
SID1827,CSE019,BQA4JAQZ,bqa4jaqz@university.edu,C
